id,taxonomy,kingdom,phylum,class,order,family,genus
OTU1,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU14953,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__unidentified, g__unidentified
OTU14954,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Thielavia,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Thielavia
OTU14958,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Halosphaeriaceae; g__Sigmoidea,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Microascales, f__Halosphaeriaceae, g__Sigmoidea
OTU14959,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Thielavia,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Thielavia
OTU14976,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Thielavia,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Thielavia
OTU1498,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Devriesia,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Capnodiales, f__Teratosphaeriaceae, g__Devriesia
OTU14984,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU14989,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Chaetomium
OTU1499,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU14990,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Eurotiales, f__Trichocomaceae, g__Talaromyces
OTU14991,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__unidentified, g__unidentified
OTU14992,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU14994,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__Pleosporaceae, g__Alternaria
OTU150,k__Fungi; p__Ascomycota; c__Arthoniomycetes; o__Arthoniales; f__Roccellaceae; g__Schismatomma,k__Fungi, p__Ascomycota, c__Arthoniomycetes, o__Arthoniales, f__Roccellaceae, g__Schismatomma
OTU1500,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Schizoporaceae; g__Hyphodontia,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Hymenochaetales, f__Schizoporaceae, g__Hyphodontia
OTU15001,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellales_fam_Incertae_sedis; g__unidentified,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__Tremellales_fam_Incertae_sedis, g__unidentified
OTU15005,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU1501,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Psathyrella,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Psathyrellaceae, g__Psathyrella
OTU1502,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Ophiosphaerella,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__Phaeosphaeriaceae, g__Ophiosphaerella
OTU15029,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Hypocreales_fam_Incertae_sedis, g__Acremonium
OTU1503,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Eurotiales, f__Trichocomaceae, g__Aspergillus
OTU1504,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Eurotiales, f__Trichocomaceae, g__Penicillium
OTU15040,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15041,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__unidentified, g__unidentified
OTU1505,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophora,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Peniophoraceae, g__Peniophora
OTU15060,k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Rozellomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15069,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__unidentified
OTU1507,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Capnodiales, f__unidentified, g__unidentified
OTU15073,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU1508,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__unidentified, f__unidentified, g__unidentified
OTU15080,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__unidentified, g__unidentified
OTU15082,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU1509,k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycodaceae; g__Hanseniaspora,k__Fungi, p__Ascomycota, c__Saccharomycetes, o__Saccharomycetales, f__Saccharomycodaceae, g__Hanseniaspora
OTU151,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Onygenales, f__unidentified, g__unidentified
OTU1510,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Haptocillium,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Ophiocordycipitaceae, g__Haptocillium
OTU15105,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__unidentified, f__unidentified, g__unidentified
OTU1511,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15113,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinellus,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Psathyrellaceae, g__Coprinellus
OTU15114,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Thielavia,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Thielavia
OTU15118,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Chaetomium
OTU15120,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Eurotiales, f__Trichocomaceae, g__Talaromyces
OTU15121,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15122,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15126,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__unidentified,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Agaricaceae, g__unidentified
OTU15128,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15132,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15133,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__unidentified, f__unidentified, g__unidentified
OTU15135,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU1514,k__Fungi; p__Ascomycota; c__Pezizomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Pezizomycetes, o__unidentified, f__unidentified, g__unidentified
OTU15142,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15147,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15148,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinopsis,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Psathyrellaceae, g__Coprinopsis
OTU15151,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__unidentified, f__unidentified, g__unidentified
OTU15152,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15154,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales; f__Cystofilobasidiaceae; g__Udeniomyces,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Cystofilobasidiales, f__Cystofilobasidiaceae, g__Udeniomyces
OTU15156,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinopsis,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Psathyrellaceae, g__Coprinopsis
OTU1516,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellales_fam_Incertae_sedis; g__Cryptococcus,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__Tremellales_fam_Incertae_sedis, g__Cryptococcus
OTU15162,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Chaetomium
OTU15166,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15169,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15170,k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; g__unidentified,k__Fungi, p__Ascomycota, c__Pezizomycetes, o__Pezizales, f__Pezizaceae, g__unidentified
OTU15174,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Hypocreales_fam_Incertae_sedis, g__Acremonium
OTU15179,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Thielavia,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Thielavia
OTU15188,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__unidentified, g__unidentified
OTU15190,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15199,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__unidentified, g__unidentified
OTU152,k__Fungi; p__Chytridiomycota; c__Blastocladiomycetes; o__Blastocladiales; f__Physodermataceae; g__Physoderma,k__Fungi, p__Chytridiomycota, c__Blastocladiomycetes, o__Blastocladiales, f__Physodermataceae, g__Physoderma
OTU15203,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15205,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU1521,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15215,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__unidentified, g__unidentified
OTU15218,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU1522,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae, g__unidentified
OTU15220,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__unidentified, g__unidentified
OTU1523,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Hericiaceae; g__Dentipellis,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Hericiaceae, g__Dentipellis
OTU15231,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15235,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15238,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU1524,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__unidentified; g__unidentified,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Polyporales, f__unidentified, g__unidentified
OTU15240,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15249,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Eurotiales, f__Trichocomaceae, g__Aspergillus
OTU1525,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Bondarzewiaceae; g__Wrightoporia,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Bondarzewiaceae, g__Wrightoporia
OTU15250,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymellaceae; g__Neoascochyta,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__Didymellaceae, g__Neoascochyta
OTU1526,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__unidentified, f__unidentified, g__unidentified
OTU15261,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Thielavia,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Thielavia
OTU15266,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Eurotiales, f__Trichocomaceae, g__Penicillium
OTU15267,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__unidentified, g__unidentified
OTU15272,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__unidentified, f__unidentified, g__unidentified
OTU15275,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15279,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU15293,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__unidentified, f__unidentified, g__unidentified
OTU15295,k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; g__unidentified,k__Fungi, p__Ascomycota, c__Pezizomycetes, o__Pezizales, f__Pezizaceae, g__unidentified
